OPP-00337,15,39,5,2024-05-28,2024-08-28,Qualification,50,26950,0.03
OPP-00338,15,98,18,2023-04-30,2023-10-04,Closed Won,100,4255,0.2
OPP-00339,1,57,6,2023-04-03,2023-04-27,Closed Won,100,55636,0.2
OPP-00340,11,22,5,2024-01-18,2024-04-18,Prospecting,75,18865,0.03
OPP-00341,8,25,7,2024-10-14,2024-12-12,Closed Lost,0,61660,0.15
OPP-00342,6,70,1,2024-06-26,2024-12-18,Proposal,90,41240,0.18
OPP-00343,10,24,16,2023-02-08,2023-04-23,Prospecting,90,19736,0.07
OPP-00344,11,66,1,2023-06-24,2023-08-01,Negotiation,50,16496,0.03
OPP-00345,9,14,14,2023-02-02,2023-03-27,Proposal,10,60620,0.07
OPP-00346,9,79,14,2024-05-02,2024-10-18,Negotiation,50,12124,0.11
OPP-00347,11,33,2,2023-01-23,2023-03-09,Negotiation,10,67662,0.13
OPP-00348,12,62,7,2024-10-07,2024-11-23,Closed Won,100,24664,0.19
OPP-00349,12,95,4,2024-09-06,2024-11-04,Prospecting,25,16352,0.16
OPP-00350,2,57,17,2024-08-17,2024-11-19,Proposal,50,29710,0.12
OPP-00351,10,25,20,2024-08-28,2025-02-23,Qualification,75,34530,0.12
OPP-00352,8,45,9,2023-02-04,2023-05-14,Qualification,10,47394,0.09
OPP-00353,12,7,19,2023-01-13,2023-03-20,Qualification,90,43380,0.02
OPP-00354,6,32,5,2023-07-02,2023-11-13,Proposal,50,2695,0.09
OPP-00355,12,28,14,2024-11-10,2025-01-28,Negotiation,10,6062,0.2
OPP-00356,1,100,5,2024-03-30,2024-05-18,Closed Won,100,2695,0.09
OPP-00357,5,74,14,2023-10-23,2023-12-11,Negotiation,50,36372,0.08
OPP-00358,3,22,4,2023-02-22,2023-03-09,Proposal,25,57232,0.09
OPP-00359,3,32,15,2023-03-09,2023-05-04,Qualification,90,75816,0.17
OPP-00360,13,50,3,2023-11-14,2023-12-05,Qualification,25,37494,0.19
OPP-00361,15,89,8,2024-01-04,2024-05-15,Prospecting,25,55048,0.07
OPP-00362,15,90,6,2023-02-23,2023-04-24,Prospecting,25,71532,0.01
OPP-00363,5,48,14,2023-02-01,2023-03-23,Negotiation,10,18186,0.0
OPP-00364,13,73,19,2024-09-19,2025-01-15,Prospecting,90,17352,0.01
OPP-00365,15,97,16,2023-11-28,2024-03-21,Qualification,50,9868,0.01
OPP-00366,11,80,15,2024-03-20,2024-06-04,Qualification,50,66339,0.2
OPP-00367,5,80,13,2023-01-18,2023-02-20,Closed Won,100,3151,0.04
OPP-00368,11,36,12,2024-04-11,2024-08-11,Closed Won,100,88047,0.1
OPP-00369,11,13,11,2023-12-07,2024-03-23,Closed Lost,0,61285,0.13
OPP-00370,14,20,8,2024-01-23,2024-05-27,Prospecting,75,13762,0.13
OPP-00371,3,39,20,2023-11-21,2024-01-23,Prospecting,50,5755,0.16
OPP-00372,6,63,8,2023-09-02,2023-09-19,Proposal,75,68810,0.06
OPP-00373,9,26,18,2024-07-22,2024-09-05,Qualification,10,5106,0.18
OPP-00374,3,86,19,2023-01-15,2023-04-27,Proposal,75,86760,0.07
OPP-00375,4,37,11,2023-06-19,2023-12-10,Closed Won,100,8755,0.08
OPP-00376,8,54,1,2023-11-12,2024-01-05,Closed Lost,0,16496,0.1
OPP-00377,10,38,20,2023-06-24,2023-11-04,Prospecting,75,40285,0.02
OPP-00378,13,65,1,2024-09-08,2025-01-22,Qualification,50,74232,0.11
OPP-00379,3,31,11,2024-10-05,2024-12-23,Negotiation,75,78795,0.2
OPP-00380,10,14,14,2024-06-09,2024-08-12,Prospecting,90,12124,0.15
OPP-00381,10,63,2,2024-04-01,2024-08-27,Closed Won,100,38664,0.04
OPP-00382,8,42,12,2023-07-12,2023-09-18,Closed Won,100,78264,0.01
OPP-00383,3,53,13,2023-02-04,2023-05-13,Prospecting,75,6302,0.08
OPP-00384,7,31,12,2024-08-17,2024-09-13,Proposal,10,88047,0.0
OPP-00385,2,96,20,2024-05-20,2024-07-24,Negotiation,75,46040,0.2
OPP-00386,13,28,10,2024-06-06,2024-11-08,Closed Won,100,59360,0.02
OPP-00387,9,68,4,2024-04-15,2024-09-01,Closed Won,100,24528,0.03
OPP-00388,13,6,6,2024-07-10,2024-12-06,Qualification,75,31792,0.12
OPP-00389,8,23,5,2023-10-02,2023-10-27,Negotiation,90,18865,0.02
OPP-00390,3,18,4,2023-11-08,2024-02-17,Proposal,50,57232,0.16
OPP-00391,1,76,15,2024-08-18,2024-09-20,Proposal,25,28431,0.04
OPP-00392,4,91,17,2024-02-04,2024-03-29,Qualification,50,29710,0.0
OPP-00393,10,65,6,2024-02-25,2024-06-08,Proposal,50,63584,0.18
OPP-00394,9,85,8,2023-05-08,2023-10-25,Qualification,50,48167,0.17
OPP-00395,10,60,8,2024-11-22,2024-12-05,Negotiation,10,34405,0.15
OPP-00396,3,9,9,2023-08-10,2023-11-14,Proposal,75,47394,0.0
OPP-00397,11,30,1,2023-10-09,2024-03-04,Closed Lost,0,57736,0.0
OPP-00398,2,25,15,2024-02-19,2024-06-26,Prospecting,75,94770,0.14
OPP-00399,12,52,20,2023-08-02,2023-09-27,Closed Lost,0,57550,0.13
OPP-00400,9,53,14,2023-02-23,2023-07-20,Closed Won,100,24248,0.1
OPP-00401,8,58,2,2024-09-03,2025-01-16,Prospecting,75,19332,0.15
OPP-00402,2,95,10,2023-11-02,2023-12-28,Qualification,25,14840,0.06
OPP-00403,15,52,4,2024-10-15,2025-01-11,Negotiation,75,16352,0.19
OPP-00404,15,43,19,2023-02-18,2023-05-24,Closed Won,100,69408,0.2
OPP-00405,7,65,4,2024-01-16,2024-05-27,Closed Won,100,32704,0.19
OPP-00406,8,80,13,2024-10-06,2025-01-07,Proposal,90,22057,0.0
OPP-00407,7,40,10,2023-12-14,2024-05-27,Qualification,10,37100,0.18
OPP-00408,5,38,6,2024-06-02,2024-11-26,Closed Won,100,55636,0.07
OPP-00409,1,97,3,2024-12-01,2025-03-18,Qualification,25,4166,0.16
OPP-00410,13,76,10,2024-03-20,2024-04-17,Qualification,90,59360,0.13
OPP-00411,5,7,5,2024-06-19,2024-10-10,Closed Lost,0,5390,0.18
OPP-00412,3,55,2,2024-10-13,2024-12-24,Qualification,10,67662,0.04
OPP-00413,2,41,18,2023-02-07,2023-07-18,Negotiation,25,2553,0.06
OPP-00414,13,16,3,2024-10-02,2024-12-11,Proposal,75,16664,0.06
OPP-00415,9,75,10,2023-05-02,2023-07-15,Qualification,50,37100,0.2
OPP-00416,8,44,18,2024-09-11,2025-02-23,Negotiation,10,5957,0.12
OPP-00417,11,85,19,2023-03-26,2023-04-13,Negotiation,25,8676,0.2
OPP-00418,9,71,12,2023-11-13,2024-04-01,Closed Lost,0,29349,0.01
OPP-00419,9,89,15,2024-09-04,2024-11-21,Qualification,50,37908,0.16
OPP-00420,6,21,13,2024-03-09,2024-05-06,Proposal,10,12604,0.2
OPP-00421,8,50,20,2024-08-18,2024-11-10,Qualification,25,34530,0.04
OPP-00422,9,17,6,2023-05-01,2023-05-13,Qualification,25,63584,0.16
OPP-00423,14,66,20,2024-02-10,2024-08-01,Negotiation,90,51795,0.19
OPP-00424,12,2,14,2024-10-31,2025-03-04,Proposal,25,48496,0.19
OPP-00425,11,48,12,2023-02-02,2023-03-20,Qualification,10,39132,0.13
OPP-00426,15,24,9,2024-09-08,2024-10-20,Qualification,50,63192,0.02
OPP-00427,12,83,4,2023-03-22,2023-06-29,Negotiation,10,8176,0.12
OPP-00428,13,35,1,2024-10-06,2025-03-15,Prospecting,10,16496,0.06
OPP-00429,11,68,12,2024-07-30,2024-11-15,Closed Lost,0,29349,0.16
OPP-00430,12,90,4,2024-03-22,2024-04-02,Closed Lost,0,49056,0.14
OPP-00431,4,60,14,2024-08-13,2024-12-02,Closed Won,100,30310,0.08
OPP-00432,7,46,9,2023-12-02,2023-12-23,Qualification,90,7899,0.1
OPP-00433,13,27,12,2024-11-02,2025-03-30,Negotiation,50,19566,0.14
OPP-00434,15,31,6,2023-01-13,2023-06-15,Negotiation,90,23844,0.11
OPP-00435,14,49,6,2023-06-28,2023-12-15,Prospecting,75,39740,0.02
OPP-00436,13,80,12,2023-08-25,2024-01-30,Qualification,90,97830,0.05
OPP-00437,4,42,12,2023-05-09,2023-06-18,Prospecting,75,68481,0.08
OPP-00438,13,13,5,2023-11-30,2024-02-08,Proposal,50,8085,0.0
OPP-00439,8,35,13,2023-06-07,2023-06-21,Prospecting,75,3151,0.19
OPP-00440,14,96,17,2024-07-22,2024-08-30,Closed Won,100,23768,0.08
OPP-00441,5,33,11,2024-03-28,2024-05-16,Negotiation,90,61285,0.06
OPP-00442,7,65,2,2024-02-22,2024-04-27,Negotiation,90,48330,0.17
OPP-00443,12,97,5,2024-09-13,2025-01-30,Prospecting,10,24255,0.01
OPP-00444,6,67,15,2023-10-29,2024-04-07,Proposal,25,56862,0.07
OPP-00445,10,19,12,2023-11-08,2023-12-14,Prospecting,10,29349,0.08
OPP-00446,8,100,11,2024-09-21,2025-03-16,Prospecting,10,8755,0.02
OPP-00447,3,61,3,2023-01-30,2023-03-10,Negotiation,75,8332,0.02
OPP-00448,6,65,10,2024-10-30,2025-01-02,Closed Won,100,66780,0.06
OPP-00449,9,74,11,2024-04-29,2024-10-11,Qualification,25,78795,0.05
OPP-00450,6,20,7,2023-06-16,2023-08-11,Proposal,10,61660,0.11
OPP-00451,1,65,4,2023-01-02,2023-05-18,Proposal,10,81760,0.18
OPP-00452,8,69,15,2024-08-20,2025-01-28,Qualification,50,66339,0.15
OPP-00453,8,19,15,2024-08-11,2025-01-14,Closed Lost,0,75816,0.12
OPP-00454,13,56,17,2024-06-18,2024-08-23,Qualification,10,14855,0.17
OPP-00455,7,49,13,2024-02-12,2024-04-04,Qualification,50,15755,0.07
OPP-00456,11,1,14,2024-01-14,2024-07-12,Proposal,10,48496,0.1
OPP-00457,3,53,12,2023-03-05,2023-04-06,Qualification,90,88047,0.19
OPP-00458,11,75,14,2023-07-11,2023-07-22,Negotiation,75,60620,0.18
OPP-00459,8,7,15,2024-02-16,2024-05-18,Closed Won,100,66339,0.01
OPP-00460,15,15,3,2024-07-14,2024-09-20,Qualification,90,33328,0.17
OPP-00461,11,43,15,2024-08-25,2025-02-14,Prospecting,75,94770,0.13
OPP-00462,3,1,8,2024-04-01,2024-07-04,Proposal,90,68810,0.12
OPP-00463,6,77,11,2023-06-30,2023-09-16,Negotiation,75,78795,0.06
OPP-00464,1,74,17,2024-12-01,2025-05-17,Closed Won,100,5942,0.04
OPP-00465,11,96,15,2024-07-27,2024-09-25,Negotiation,50,75816,0.08
OPP-00466,3,34,3,2024-03-22,2024-05-06,Qualification,50,20830,0.17
OPP-00467,7,92,10,2023-11-23,2024-05-06,Closed Lost,0,44520,0.2
OPP-00468,13,99,1,2023-10-16,2024-03-13,Prospecting,75,65984,0.03
OPP-00469,5,95,16,2024-06-09,2024-11-03,Qualification,50,14802,0.07
OPP-00470,2,65,10,2023-11-04,2024-01-31,Negotiation,90,59360,0.09
OPP-00471,12,47,20,2023-12-27,2024-06-05,Negotiation,50,23020,0.16
OPP-00472,5,26,12,2023-04-22,2023-05-19,Prospecting,25,48915,0.12
OPP-00473,15,15,3,2023-08-14,2023-11-15,Prospecting,25,20830,0.19
OPP-00474,4,39,14,2023-02-08,2023-04-22,Proposal,75,6062,0.1
OPP-00475,15,70,1,2023-04-18,2023-06-24,Proposal,90,8248,0.03
OPP-00476,7,23,2,2024-09-12,2025-02-21,Closed Won,100,38664,0.18
OPP-00477,12,58,11,2024-07-22,2024-10-12,Proposal,90,52530,0.2
OPP-00478,5,80,8,2024-11-17,2024-12-16,Qualification,75,34405,0.1
OPP-00479,11,12,12,2024-02-10,2024-06-22,Closed Lost,0,9783,0.11
OPP-00480,6,70,3,2024-01-24,2024-03-06,Negotiation,75,41660,0.13
OPP-00481,11,83,16,2023-01-01,2023-06-23,Closed Lost,0,9868,0.1
OPP-00482,3,14,18,2023-12-21,2024-01-20,Proposal,90,7659,0.15
OPP-00483,15,86,10,2024-02-18,2024-03-16,Proposal,75,59360,0.09
OPP-00484,4,82,1,2024-05-23,2024-08-17,Qualification,50,65984,0.19
OPP-00485,15,84,19,2024-11-13,2025-02-03,Proposal,10,52056,0.16
OPP-00486,5,86,11,2024-11-30,2025-05-25,Proposal,50,17510,0.13
OPP-00487,15,52,6,2023-02-11,2023-08-08,Proposal,25,7948,0.07
OPP-00488,14,65,8,2023-11-02,2023-11-26,Qualification,90,68810,0.17
OPP-00489,4,26,13,2023-01-27,2023-05-13,Prospecting,50,28359,0.0
OPP-00490,12,64,13,2024-01-11,2024-01-29,Qualification,25,31510,0.06
OPP-00491,1,71,1,2023-02-26,2023-08-01,Closed Won,100,24744,0.17
OPP-00492,6,95,7,2024-09-27,2025-02-14,Qualification,10,55494,0.03
OPP-00493,10,95,18,2023-01-20,2023-06-14,Proposal,25,3404,0.19
OPP-00494,9,48,5,2024-07-16,2024-09-14,Qualification,50,2695,0.02
OPP-00495,1,75,12,2023-12-26,2024-06-21,Prospecting,90,29349,0.12
OPP-00496,9,32,14,2024-04-03,2024-04-29,Closed Won,100,54558,0.15
OPP-00497,7,66,11,2023-04-11,2023-04-28,Prospecting,10,17510,0.04
OPP-00498,12,40,19,2023-02-22,2023-06-03,Prospecting,25,52056,0.14
OPP-00499,2,63,8,2024-07-10,2024-10-24,Closed Lost,0,34405,0.04
OPP-00500,5,34,1,2024-06-11,2024-08-19,Proposal,10,82480,0.03
OPP-00501,12,18,2,2023-09-19,2023-12-19,Negotiation,25,38664,0.16
OPP-00502,12,44,4,2023-03-08,2023-05-13,Closed Won,100,81760,0.17
OPP-00503,6,8,18,2023-05-09,2023-08-27,Proposal,10,851,0.02
OPP-00504,11,54,7,2023-12-04,2024-01-05,Proposal,10,49328,0.19
OPP-00505,9,61,14,2023-03-17,2023-09-03,Prospecting,90,36372,0.11
OPP-00506,5,94,14,2023-05-22,2023-11-09,Negotiation,50,12124,0.0
OPP-00507,9,60,15,2024-02-25,2024-07-17,Prospecting,90,75816,0.19
OPP-00508,8,15,16,2023-09-10,2023-12-02,Proposal,50,19736,0.09
OPP-00509,8,54,13,2024-02-06,2024-06-27,Qualification,75,18906,0.01
OPP-00510,13,4,9,2023-05-27,2023-08-01,Negotiation,25,78990,0.14
OPP-00511,5,44,7,2023-08-20,2024-01-28,Qualification,90,61660,0.12
OPP-00512,4,99,1,2023-09-01,2023-09-15,Proposal,10,32992,0.15
OPP-00513,4,23,6,2024-04-04,2024-08-21,Closed Won,100,7948,0.11
OPP-00514,5,56,2,2023-04-27,2023-05-30,Negotiation,50,19332,0.06
OPP-00515,15,40,8,2024-01-09,2024-02-05,Qualification,10,48167,0.07
OPP-00516,14,34,5,2023-06-01,2023-09-01,Closed Lost,0,18865,0.0
OPP-00517,4,71,10,2023-10-16,2024-04-05,Prospecting,25,74200,0.14
OPP-00518,8,86,14,2023-07-15,2023-08-16,Negotiation,10,36372,0.13
OPP-00519,14,17,12,2024-12-01,2025-05-08,Closed Lost,0,9783,0.08
OPP-00520,1,15,20,2023-09-27,2024-03-13,Closed Lost,0,11510,0.01
OPP-00521,2,12,2,2023-10-18,2023-10-29,Qualification,10,19332,0.2
OPP-00522,7,38,14,2023-12-04,2024-03-05,Proposal,50,54558,0.11
OPP-00523,6,13,10,2024-06-28,2024-08-12,Negotiation,10,44520,0.01
OPP-00524,6,40,17,2023-05-21,2023-06-11,Qualification,90,26739,0.04
OPP-00525,11,49,19,2023-02-14,2023-05-11,Closed Won,100,78084,0.14
OPP-00526,7,28,2,2023-10-28,2024-03-13,Closed Won,100,38664,0.06
OPP-00527,14,24,9,2024-05-12,2024-10-30,Closed Lost,0,78990,0.06
OPP-00528,8,18,10,2023-02-04,2023-07-20,Qualification,75,14840,0.16
OPP-00529,4,82,11,2024-07-05,2024-07-22,Proposal,25,35020,0.11
OPP-00530,13,56,7,2024-04-15,2024-08-18,Proposal,10,49328,0.0
OPP-00531,7,100,1,2024-05-01,2024-07-01,Proposal,25,57736,0.06
OPP-00532,7,39,2,2024-10-10,2025-01-19,Proposal,10,38664,0.05
OPP-00533,11,29,15,2024-04-27,2024-09-19,Negotiation,75,75816,0.03
OPP-00534,9,99,10,2024-01-18,2024-06-13,Proposal,90,44520,0.03
OPP-00535,11,26,11,2024-05-18,2024-05-31,Prospecting,75,78795,0.1
OPP-00536,11,17,17,2023-10-28,2023-12-09,Qualification,25,29710,0.07
OPP-00537,8,9,9,2024-04-29,2024-08-21,Closed Lost,0,23697,0.12
OPP-00538,4,43,18,2024-09-03,2024-10-06,Qualification,25,8510,0.14
OPP-00539,2,44,7,2023-01-09,2023-05-03,Proposal,25,49328,0.11
OPP-00540,10,31,8,2023-11-18,2024-05-12,Prospecting,50,61929,0.02
OPP-00541,10,100,19,2024-05-11,2024-09-27,Qualification,25,52056,0.0
OPP-00542,3,47,1,2023-02-01,2023-05-12,Prospecting,90,82480,0.16
OPP-00543,5,68,7,2024-09-27,2024-11-20,Closed Lost,0,61660,0.0
OPP-00544,9,67,15,2024-04-19,2024-05-31,Qualification,10,56862,0.19
OPP-00545,10,57,19,2024-05-14,2024-06-27,Proposal,50,60732,0.16
OPP-00546,11,94,3,2024-05-29,2024-07-20,Proposal,75,29162,0.01
OPP-00547,8,35,4,2023-07-31,2023-12-25,Proposal,90,57232,0.03
OPP-00548,11,75,11,2024-03-06,2024-06-04,Negotiation,75,52530,0.1
OPP-00549,5,37,9,2024-04-04,2024-07-28,Negotiation,75,7899,0.03
OPP-00550,1,51,1,2023-05-06,2023-09-28,Closed Lost,0,41240,0.05
OPP-00551,11,78,19,2024-06-23,2024-08-19,Proposal,50,8676,0.08
OPP-00552,10,84,15,2024-03-03,2024-08-01,Negotiation,10,56862,0.2
OPP-00553,14,79,8,2024-11-04,2025-01-10,Closed Won,100,68810,0.01
OPP-00554,7,30,17,2024-06-25,2024-08-06,Qualification,10,20797,0.14
OPP-00555,6,77,15,2023-11-18,2024-01-25,Qualification,50,18954,0.1
OPP-00556,10,41,1,2024-06-12,2024-09-15,Negotiation,10,57736,0.1
OPP-00557,2,5,15,2024-08-27,2024-10-31,Qualification,50,85293,0.14
OPP-00558,9,5,6,2024-04-27,2024-07-17,Closed Won,100,39740,0.04
OPP-00559,5,40,11,2024-03-18,2024-05-16,Negotiation,10,87550,0.12
OPP-00560,7,14,9,2024-07-09,2024-11-20,Closed Won,100,78990,0.02
OPP-00561,6,84,12,2024-07-01,2024-10-05,Closed Won,100,78264,0.12
OPP-00562,15,8,16,2023-04-05,2023-06-14,Prospecting,75,34538,0.16
OPP-00563,2,75,20,2023-09-13,2024-02-19,Negotiation,90,17265,0.07
OPP-00564,12,13,3,2024-07-03,2024-09-29,Prospecting,90,20830,0.02
OPP-00565,8,23,7,2023-06-28,2023-12-20,Prospecting,10,6166,0.13
OPP-00566,12,61,19,2024-11-28,2025-05-24,Prospecting,50,43380,0.03
OPP-00567,13,26,11,2023-02-22,2023-05-01,Prospecting,75,26265,0.19
OPP-00568,1,22,9,2023-12-20,2024-04-09,Qualification,90,55293,0.12
OPP-00569,2,81,9,2024-10-27,2025-01-03,Closed Lost,0,39495,0.0
OPP-00570,4,67,13,2024-02-18,2024-02-29,Closed Lost,0,6302,0.1
OPP-00571,1,80,11,2024-01-06,2024-05-12,Qualification,25,52530,0.2
OPP-00572,4,30,9,2024-01-14,2024-01-29,Qualification,90,7899,0.09
OPP-00573,5,23,8,2024-05-13,2024-07-08,Closed Won,100,27524,0.03
OPP-00574,14,41,11,2023-11-14,2024-04-08,Proposal,25,35020,0.04
OPP-00575,11,39,18,2023-06-05,2023-07-19,Negotiation,75,8510,0.15
OPP-00576,7,8,8,2023-09-17,2023-10-14,Qualification,50,27524,0.02
OPP-00577,11,22,12,2024-01-31,2024-05-30,Negotiation,25,58698,0.1
OPP-00578,14,1,19,2023-04-09,2023-07-08,Negotiation,50,69408,0.11
OPP-00579,8,70,15,2023-03-27,2023-07-14,Qualification,25,75816,0.19
OPP-00580,13,89,1,2024-01-13,2024-04-03,Prospecting,25,74232,0.13
OPP-00581,1,63,1,2023-05-27,2023-07-19,Proposal,75,32992,0.0
OPP-00582,4,41,5,2024-03-28,2024-08-27,Proposal,50,21560,0.19
OPP-00583,7,45,2,2023-07-18,2023-10-20,Qualification,50,38664,0.16
OPP-00584,1,68,4,2023-01-20,2023-03-25,Proposal,25,40880,0.11
OPP-00585,12,14,12,2023-02-09,2023-04-17,Proposal,90,39132,0.19
OPP-00586,3,94,19,2023-10-05,2023-12-04,Closed Lost,0,52056,0.14
OPP-00587,6,72,18,2024-09-07,2024-09-24,Negotiation,90,3404,0.02
OPP-00588,11,20,2,2024-10-21,2025-04-11,Negotiation,50,9666,0.15
OPP-00589,2,18,13,2024-11-10,2025-04-28,Proposal,75,28359,0.1
OPP-00590,1,16,20,2023-03-26,2023-06-03,Qualification,75,57550,0.1
OPP-00591,4,73,8,2024-09-07,2025-02-16,Proposal,50,27524,0.05
OPP-00592,7,47,18,2024-07-31,2024-12-30,Closed Lost,0,8510,0.16
OPP-00593,14,38,11,2024-05-04,2024-07-27,Proposal,50,43775,0.12
OPP-00594,1,2,14,2024-07-18,2024-12-26,Closed Lost,0,24248,0.14
OPP-00595,5,99,9,2024-05-30,2024-08-08,Qualification,25,78990,0.02
OPP-00596,10,91,8,2024-07-29,2025-01-18,Closed Won,100,48167,0.08
OPP-00597,10,51,13,2023-08-23,2023-11-01,Qualification,75,31510,0.13
OPP-00598,7,75,20,2024-03-12,2024-05-23,Prospecting,10,23020,0.09
OPP-00599,10,36,1,2023-06-28,2023-09-16,Negotiation,10,74232,0.13
OPP-00600,10,59,8,2024-01-18,2024-02-10,Negotiation,50,61929,0.2
OPP-00601,5,68,3,2024-04-14,2024-05-27,Proposal,90,8332,0.01
OPP-00602,2,16,18,2023-07-16,2023-09-23,Negotiation,50,5106,0.0
OPP-00603,9,100,10,2024-11-01,2025-04-26,Qualification,50,22260,0.01
OPP-00604,4,86,18,2024-11-27,2025-01-30,Proposal,75,8510,0.15
OPP-00605,6,76,1,2024-03-10,2024-04-14,Proposal,75,57736,0.0
OPP-00606,7,84,18,2024-11-01,2025-01-27,Closed Won,100,2553,0.17
OPP-00607,4,9,14,2023-01-24,2023-03-29,Negotiation,25,6062,0.19
OPP-00608,11,48,15,2023-08-04,2024-01-16,Proposal,50,56862,0.01
OPP-00609,11,56,10,2023-11-07,2023-12-16,Prospecting,10,29680,0.18
OPP-00610,1,70,4,2024-09-10,2025-01-16,Negotiation,25,24528,0.07
OPP-00611,12,60,2,2024-03-23,2024-06-20,Negotiation,90,28998,0.2
OPP-00612,5,69,2,2023-04-16,2023-05-08,Proposal,25,96660,0.18
OPP-00613,5,44,11,2023-11-12,2024-02-29,Negotiation,25,70040,0.07
OPP-00614,1,14,19,2024-05-06,2024-09-13,Closed Won,100,86760,0.04
OPP-00615,13,12,8,2023-10-04,2024-03-03,Proposal,25,13762,0.12
OPP-00616,1,99,3,2024-01-12,2024-01-31,Prospecting,25,20830,0.0
OPP-00617,3,25,17,2024-06-05,2024-12-02,Proposal,10,2971,0.2
OPP-00618,10,12,11,2023-06-13,2023-07-02,Qualification,25,87550,0.09
OPP-00619,5,66,10,2023-03-25,2023-09-21,Qualification,25,51940,0.2
OPP-00620,9,21,6,2024-08-04,2024-12-21,Prospecting,10,47688,0.15
OPP-00621,9,87,1,2023-06-07,2023-10-21,Prospecting,75,65984,0.02
OPP-00622,13,31,4,2023-10-09,2024-03-13,Closed Won,100,49056,0.1
OPP-00623,7,59,14,2023-11-22,2024-04-20,Proposal,10,24248,0.17
OPP-00624,12,48,1,2024-04-08,2024-09-26,Closed Lost,0,57736,0.12
OPP-00625,2,28,20,2023-10-28,2024-03-28,Qualification,90,34530,0.07
OPP-00626,2,35,18,2024-08-24,2024-09-14,Qualification,25,851,0.1
OPP-00627,15,6,7,2024-11-11,2025-01-10,Prospecting,25,30830,0.2
OPP-00628,11,85,16,2024-10-24,2024-12-20,Proposal,25,19736,0.14
OPP-00629,1,18,2,2024-09-10,2025-01-20,Negotiation,10,9666,0.0
OPP-00630,8,14,20,2024-03-29,2024-05-15,Qualification,75,57550,0.09
OPP-00631,15,82,7,2023-12-26,2024-04-07,Proposal,50,55494,0.19
OPP-00632,8,47,8,2024-11-04,2025-04-08,Prospecting,90,20643,0.09
OPP-00633,7,37,12,2023-08-05,2023-12-12,Closed Lost,0,78264,0.06
OPP-00634,2,94,13,2024-01-09,2024-06-01,Closed Won,100,28359,0.0
OPP-00635,1,69,10,2023-07-01,2023-11-11,Negotiation,75,22260,0.05
OPP-00636,3,86,9,2023-05-24,2023-11-02,Proposal,90,39495,0.14
OPP-00637,7,65,11,2024-06-13,2024-09-15,Qualification,75,61285,0.04
OPP-00638,8,46,11,2024-04-02,2024-08-05,Proposal,25,70040,0.12
OPP-00639,8,72,18,2024-06-10,2024-10-24,Qualification,25,4255,0.0
OPP-00640,14,41,15,2024-07-06,2024-10-13,Negotiation,25,94770,0.05
OPP-00641,1,11,18,2024-08-21,2024-12-17,Proposal,75,4255,0.2
OPP-00642,1,31,7,2024-09-08,2025-02-25,Proposal,10,61660,0.02
OPP-00643,11,97,16,2023-09-10,2024-02-24,Negotiation,25,44406,0.06
OPP-00644,15,2,9,2023-02-09,2023-04-17,Proposal,90,31596,0.12
OPP-00645,15,46,5,2024-09-09,2024-09-30,Closed Lost,0,2695,0.03
OPP-00646,1,34,5,2024-09-16,2025-01-23,Negotiation,50,13475,0.07
OPP-00647,5,23,14,2024-03-12,2024-07-11,Negotiation,75,6062,0.01
OPP-00648,3,78,16,2023-06-01,2023-07-25,Proposal,50,34538,0.01
OPP-00649,11,23,16,2024-03-14,2024-09-05,Negotiation,75,29604,0.01
OPP-00650,1,83,8,2024-05-07,2024-10-12,Negotiation,10,27524,0.13
OPP-00651,1,9,11,2023-02-07,2023-05-22,Prospecting,50,87550,0.13
OPP-00652,8,76,11,2024-03-13,2024-03-23,Qualification,25,26265,0.0
OPP-00653,15,88,18,2023-07-09,2023-11-13,Proposal,75,7659,0.14
OPP-00654,12,6,15,2023-03-09,2023-06-12,Negotiation,25,75816,0.18
OPP-00655,7,16,12,2024-08-11,2024-10-25,Prospecting,75,29349,0.18
OPP-00656,4,19,9,2024-04-21,2024-05-24,Closed Lost,0,78990,0.03
OPP-00657,3,64,6,2024-01-21,2024-07-03,Closed Lost,0,7948,0.03
OPP-00658,6,74,4,2023-07-13,2024-01-04,Closed Lost,0,73584,0.16
OPP-00659,1,97,15,2024-10-28,2025-02-17,Qualification,75,85293,0.19
OPP-00660,11,41,19,2024-11-06,2025-03-11,Qualification,10,8676,0.1
OPP-00661,14,49,13,2023-02-20,2023-06-25,Qualification,50,28359,0.16
OPP-00662,8,7,7,2023-05-10,2023-08-16,Proposal,25,12332,0.19
OPP-00663,7,93,12,2024-03-19,2024-04-23,Proposal,75,58698,0.16
OPP-00664,15,45,5,2024-11-23,2025-03-18,Closed Won,100,13475,0.02
OPP-00665,13,53,19,2023-08-21,2023-10-16,Qualification,90,17352,0.13
OPP-00666,6,17,1,2023-04-22,2023-06-07,Negotiation,90,41240,0.09
OPP-00667,15,22,16,2024-04-20,2024-07-09,Proposal,90,19736,0.19
OPP-00668,14,97,4,2023-09-26,2024-03-14,Proposal,10,24528,0.13
OPP-00669,3,91,18,2023-06-15,2023-10-06,Proposal,90,851,0.08
OPP-00670,13,7,4,2024-09-18,2024-12-04,Prospecting,25,16352,0.13
OPP-00671,12,59,12,2024-03-20,2024-05-07,Prospecting,10,97830,0.09
OPP-00672,13,90,9,2024-04-17,2024-09-12,Negotiation,50,15798,0.03
